time,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z
0.800000,0.288373,0.238427,-0.048060,0.145835,-0.066811,-0.238312
0.820000,0.288460,0.238490,-0.048123,0.145849,-0.066980,-0.238379
0.840000,0.288598,0.238507,-0.048223,0.145743,-0.067182,-0.238398
0.860000,0.288709,0.238525,-0.048285,0.145795,-0.067299,-0.238456
0.880000,0.288716,0.238571,-0.048271,NaN,NaN,NaN
0.900000,0.288641,0.238658,-0.048215,0.145878,-0.067259,-0.238535
0.920000,0.288566,0.238695,-0.048100,0.145874,-0.067231,-0.238572
0.940000,0.288511,0.238685,-0.048036,0.145827,-0.067199,-0.238587
0.960000,0.288446,0.238652,-0.047944,0.145973,-0.067217,-0.238643
0.980000,NaN,NaN,NaN,0.145991,-0.067218,-0.238669
1.000000,0.288170,0.238649,-0.047848,0.145923,-0.067292,-0.238623
1.020000,NaN,NaN,NaN,0.145920,-0.067276,-0.238597
1.040000,0.287830,0.238850,-0.047513,0.145954,-0.067494,-0.238536
1.060000,NaN,NaN,NaN,0.145836,-0.068023,-0.238306
1.080000,0.286709,0.239597,-0.046424,0.145695,-0.068556,-0.238075
1.100000,0.285831,0.240381,-0.045683,0.145492,-0.068535,-0.237896
1.120000,0.284553,0.241465,-0.044827,0.145264,-0.068288,-0.237855
1.140000,0.283296,0.242490,-0.043892,0.144766,-0.067754,-0.237973
1.160000,0.282238,0.243458,-0.043102,0.144320,-0.067156,-0.238285
1.180000,NaN,NaN,NaN,0.143882,-0.066545,-0.238640
1.200000,0.281262,0.244464,-0.042307,0.143615,-0.066041,-0.239024
1.220000,NaN,NaN,NaN,0.143464,-0.065695,-0.239277
1.240000,0.280957,0.244339,-0.042385,0.143400,-0.065498,-0.239497
1.260000,0.280958,0.244065,-0.042612,0.143324,-0.065375,-0.239613
1.280000,0.281078,0.243742,-0.042900,0.143391,-0.065359,-0.239678
1.300000,0.281290,0.243296,-0.043256,0.143400,-0.065452,-0.239664
1.320000,NaN,NaN,NaN,0.143465,-0.065690,-0.239643
1.340000,0.281939,0.242400,-0.043981,0.143418,-0.065956,-0.239564
1.360000,0.282307,0.241997,-0.044328,0.143458,-0.066203,-0.239492
1.380000,0.282711,0.241665,-0.044557,0.143457,-0.066378,-0.239369
1.400000,NaN,NaN,NaN,0.143585,-0.066456,-0.239222
1.420000,0.283551,0.241124,-0.044654,0.144027,-0.066329,-0.239074
1.440000,0.283907,0.240980,-0.044451,0.144600,-0.066015,-0.238782
1.460000,0.284086,0.241118,-0.043889,0.145533,-0.065368,-0.238397
1.480000,0.283967,0.241349,-0.043485,0.146478,-0.064466,-0.237905
1.500000,0.283596,0.241438,-0.043349,0.147340,-0.063541,-0.237481
1.520000,0.283151,0.241125,-0.043968,0.147720,-0.063108,-0.236975
1.540000,0.282820,0.240806,-0.044670,0.147971,-0.062895,-0.236617
1.560000,0.282702,0.240324,-0.045463,0.147823,-0.062870,-0.236365
1.580000,0.282679,0.239751,-0.046075,0.147789,-0.062994,-0.236055
1.600000,0.282830,0.239234,-0.046621,0.147621,-0.063271,-0.235598
1.620000,NaN,NaN,NaN,0.147659,-0.063567,-0.235146
1.640000,0.283346,0.238586,-0.047007,0.147660,-0.063830,-0.234710
1.660000,0.283516,0.238528,-0.046915,0.147824,-0.063893,-0.234432
1.680000,0.283585,0.238500,-0.046819,0.147948,-0.063846,-0.234204
1.700000,0.283604,0.238444,-0.046670,0.148179,-0.063730,-0.234222
1.720000,NaN,NaN,NaN,NaN,NaN,NaN
1.740000,0.283340,0.238458,-0.046765,NaN,NaN,NaN
1.760000,0.283199,0.238610,-0.046967,0.148487,-0.062789,-0.234580
1.780000,0.283133,0.238793,-0.047188,0.148666,-0.062422,-0.234664
1.800000,0.283107,0.238917,-0.047475,0.148753,-0.062095,-0.234625
1.820000,0.283114,0.239034,-0.047749,0.148906,-0.061849,-0.234587
1.840000,0.283094,0.239083,-0.048069,0.148941,-0.061747,-0.234462
1.860000,0.283101,0.238966,-0.048337,0.148994,-0.061719,-0.234379
1.880000,0.283171,0.238721,-0.048605,0.148895,-0.061731,-0.234288
1.900000,0.283261,0.238509,-0.048667,0.148942,-0.061763,-0.234265
1.920000,0.283328,0.238302,-0.048717,0.148848,-0.061869,-0.234248
1.940000,0.283382,0.238131,-0.048672,NaN,NaN,NaN
1.960000,0.283413,0.237965,-0.048670,0.148770,-0.062079,-0.234358
1.980000,0.283419,0.237935,-0.048607,0.148656,-0.062141,-0.234422
2.000000,0.283424,0.237985,-0.048545,0.148665,-0.062146,-0.234550
2.020000,0.283506,0.238108,-0.048451,0.148621,-0.062144,-0.234698
2.040000,0.283660,0.238201,-0.048339,0.148778,-0.062148,-0.234920
2.060000,0.283862,0.238237,-0.048208,0.148938,-0.062186,-0.235109
2.080000,0.284104,0.238210,-0.048192,0.149217,-0.062317,-0.235386
2.100000,0.284391,0.238109,-0.048270,NaN,NaN,NaN
2.120000,0.284700,0.238014,-0.048311,0.149556,-0.062787,-0.236050
2.140000,0.284914,0.237990,-0.048122,0.149702,-0.062725,-0.236396
2.160000,0.285098,0.237913,-0.047895,0.149907,-0.062552,-0.236804
2.180000,0.285195,0.237871,-0.047657,0.149920,-0.062315,-0.237188
2.200000,0.285347,0.237840,-0.047464,0.149918,-0.062023,-0.237621
2.220000,0.285489,0.237854,-0.047273,0.149893,-0.061790,-0.237938
2.240000,0.285682,0.237768,-0.047245,0.149974,-0.061647,-0.238205
2.260000,0.285836,0.237661,-0.047309,0.150015,-0.061575,-0.238327
2.280000,0.285828,0.237541,-0.047441,0.150176,-0.061493,-0.238393
2.300000,0.285849,0.237476,-0.047491,0.150157,-0.061433,-0.238337
2.320000,0.285854,0.237459,-0.047569,0.150188,-0.061355,-0.238307
2.340000,0.285912,0.237434,-0.047623,NaN,NaN,NaN
2.360000,0.285958,0.237383,-0.047778,0.150115,-0.061307,-0.238034
2.380000,0.286017,0.237312,-0.048081,0.149979,-0.061397,-0.237768
2.400000,0.285967,0.237232,-0.048507,0.149950,-0.061472,-0.237605
2.420000,0.285887,0.237201,-0.048936,0.149739,-0.061580,-0.237469
2.440000,0.285837,0.237168,-0.049470,NaN,NaN,NaN
2.460000,0.285813,0.237144,-0.049928,0.149148,-0.061850,-0.237401
2.480000,0.285780,0.237089,-0.050496,0.148672,-0.061929,-0.237420
2.500000,0.285734,0.237019,-0.051118,0.148222,-0.062143,-0.237434
2.520000,0.285654,0.236914,-0.051773,0.147655,-0.062448,-0.237391
2.540000,0.285591,0.236889,-0.052211,0.147294,-0.062663,-0.237357
2.560000,0.285505,0.236927,-0.052559,0.146873,-0.062716,-0.237326
2.580000,0.285404,0.237027,-0.052676,NaN,NaN,NaN
2.600000,0.285270,0.237091,-0.052510,0.146518,-0.062561,-0.237470
2.620000,0.285237,0.237237,-0.052296,0.146437,-0.062366,-0.237717
2.640000,0.285247,0.237466,-0.052107,0.146311,-0.062180,-0.237861
2.660000,0.285204,0.237797,-0.051909,0.146343,-0.061982,-0.237967
2.680000,0.285018,0.238092,-0.051646,0.146216,-0.061696,-0.238128
2.700000,0.284908,0.238286,-0.051426,0.146210,-0.061516,-0.238466
2.720000,0.284939,0.238430,-0.051301,0.146115,-0.061476,-0.238860
2.740000,0.284937,0.238580,-0.051150,0.146162,-0.061473,-0.239165
2.760000,0.284868,0.238701,-0.051107,0.146101,-0.061590,-0.239306
2.780000,0.284796,0.238875,-0.051003,0.146137,-0.061765,-0.239489
2.800000,0.284778,0.239063,-0.050835,0.146057,-0.061988,-0.239677
2.820000,0.284869,0.239256,-0.050599,0.146032,-0.062229,-0.239843
2.840000,0.285021,0.239465,-0.050349,0.145849,-0.062562,-0.239850
2.860000,0.285143,0.239694,-0.050088,0.145690,-0.062907,-0.239808
2.880000,0.285360,0.240014,-0.049775,0.145434,-0.063267,-0.239797
2.900000,0.285668,0.240321,-0.049444,0.145384,-0.063596,-0.239909
2.920000,0.286027,0.240605,-0.049023,0.145258,-0.063866,-0.240086
2.940000,0.286377,0.240739,-0.048703,0.144951,-0.064369,-0.240300
2.960000,0.286791,0.240946,-0.048481,0.144634,-0.065049,-0.240610
2.980000,0.287202,0.241116,-0.048311,0.144438,-0.065619,-0.240838
3.000000,0.287466,0.241199,-0.048165,NaN,NaN,NaN
3.020000,0.287535,0.241359,-0.048105,NaN,NaN,NaN
3.040000,0.287557,0.241487,-0.047966,0.143952,-0.067265,-0.241506
3.060000,0.287543,0.241580,-0.047759,0.143716,-0.067444,-0.241547
3.080000,0.287455,0.241748,-0.047483,0.143616,-0.067492,-0.241569
3.100000,0.287335,0.241874,-0.047206,0.143383,-0.067398,-0.241618
3.120000,0.287341,0.241955,-0.046958,0.143301,-0.067292,-0.241766
3.140000,0.287422,0.241851,-0.046735,0.143220,-0.067306,-0.241862
3.160000,NaN,NaN,NaN,0.143258,-0.067316,-0.241964
3.180000,0.287547,0.241728,-0.046211,0.143183,-0.067277,-0.241938
3.200000,0.287598,0.241752,-0.045868,0.143159,-0.067161,-0.241916
3.220000,0.287581,0.241799,-0.045549,0.143011,-0.067085,-0.241840
3.240000,0.287581,0.241932,-0.045129,0.142982,-0.066856,-0.241890
3.260000,NaN,NaN,NaN,0.142748,-0.066688,-0.241897
3.280000,0.287441,0.242468,-0.044332,0.142662,-0.066388,-0.241930
3.300000,0.287339,0.242682,-0.043937,0.142426,-0.066092,-0.241950
3.320000,0.287180,0.242889,-0.043585,0.142481,-0.065626,-0.242157
3.340000,0.287193,0.242973,-0.043384,0.142300,-0.065276,-0.242197
3.360000,0.287234,0.242993,-0.043278,0.142204,-0.065136,-0.242115
3.380000,0.287302,0.242938,-0.043395,NaN,NaN,NaN
3.400000,0.287277,0.242947,-0.043513,0.142145,-0.065176,-0.241875
3.420000,NaN,NaN,NaN,0.142237,-0.065220,-0.241767
3.440000,0.287417,0.242735,-0.043564,0.142084,-0.065427,-0.241492
3.460000,0.287650,0.242539,-0.043529,0.142315,-0.065624,-0.241404
3.480000,0.288157,0.242170,-0.043212,0.142481,-0.065797,-0.241122
3.500000,0.288778,0.241659,-0.042719,0.143021,-0.065833,-0.240840
3.520000,0.289640,0.241046,-0.042198,0.143379,-0.065997,-0.240361
3.540000,0.290592,0.240349,-0.041691,0.144364,-0.066325,-0.239967
3.560000,0.291638,0.239752,-0.040925,0.145356,-0.066553,-0.239372
3.580000,0.292668,0.239155,-0.040331,0.146513,-0.066819,-0.238862
3.600000,0.293610,0.238635,-0.039835,0.147470,-0.067187,-0.238330
3.620000,0.294579,0.238133,-0.039578,0.148513,-0.067790,-0.237792
3.640000,0.295335,0.237754,-0.039560,NaN,NaN,NaN
3.660000,0.295823,0.237489,-0.039865,0.149568,-0.069093,-0.236905
3.680000,0.295963,0.237434,-0.040251,NaN,NaN,NaN
3.700000,0.295870,0.237486,-0.040905,0.149501,-0.069805,-0.236591
3.720000,0.295560,0.237682,-0.041442,NaN,NaN,NaN
3.740000,0.295091,0.237919,-0.041917,0.149007,-0.070025,-0.236646
3.760000,0.294632,0.238147,-0.042397,0.148661,-0.070099,-0.236763
3.780000,0.294010,0.238438,-0.042950,0.148297,-0.070084,-0.236972
3.800000,0.293300,0.238840,-0.043430,0.147815,-0.070052,-0.237191
3.820000,0.292488,0.239339,-0.044047,0.147406,-0.070095,-0.237545
3.840000,0.291240,0.240083,-0.045319,0.146074,-0.070148,-0.238179
3.860000,0.289894,0.240741,-0.046870,0.144404,-0.070202,-0.239048
3.880000,NaN,NaN,NaN,0.142591,-0.070386,-0.239633
3.900000,0.287935,0.241983,-0.050393,0.140422,-0.070775,-0.239863
3.920000,0.286696,0.242651,-0.052970,0.137789,-0.071023,-0.240112
3.940000,0.285752,0.243038,-0.055508,0.135495,-0.071282,-0.240369
3.960000,NaN,NaN,NaN,0.134290,-0.071313,-0.240612
3.980000,0.285349,0.242698,-0.058683,0.133846,-0.071383,-0.240587
4.000000,0.285920,0.241989,-0.059287,0.134444,-0.071835,-0.240204
4.020000,0.286792,0.241219,-0.059191,0.135499,-0.072258,-0.239666
4.040000,0.287550,0.240757,-0.058778,0.136464,-0.072286,-0.239319
4.060000,0.288341,0.240382,-0.058286,0.137292,-0.072373,-0.239092
4.080000,0.289051,0.240231,-0.057508,0.138426,-0.072222,-0.239031
4.100000,0.289474,0.240294,-0.056574,0.139410,-0.071942,-0.238962
4.120000,0.289627,0.240448,-0.055673,0.140136,-0.071483,-0.238966
4.140000,0.289631,0.240500,-0.055004,NaN,NaN,NaN
4.160000,0.289514,0.240550,-0.054478,0.140726,-0.070657,-0.239135
4.180000,0.289263,0.240706,-0.054099,0.140858,-0.070047,-0.239336
4.200000,NaN,NaN,NaN,0.141367,-0.069517,-0.239722
4.220000,0.288641,0.241216,-0.053369,0.141628,-0.069420,-0.240116
4.240000,0.288672,0.241511,-0.052978,0.141249,-0.070288,-0.240284
4.260000,0.288740,0.241989,-0.052650,0.139950,-0.073054,-0.240041
4.280000,0.288731,0.242892,-0.052722,0.138434,-0.077403,-0.239509
4.300000,0.288773,0.243941,-0.052584,0.137289,-0.081000,-0.238942
4.320000,0.288843,0.245436,-0.051489,0.137793,-0.082238,-0.239035
4.340000,0.288762,0.246972,-0.050659,0.138310,-0.082046,-0.240045
4.360000,0.288921,0.248013,-0.053973,0.137300,-0.082738,-0.241090
4.380000,0.289595,0.246098,-0.061893,0.133853,-0.086862,-0.240617
4.400000,0.291682,0.243873,-0.070213,NaN,NaN,NaN
4.420000,0.294390,0.242121,-0.075625,0.130104,-0.093662,-0.240799
4.440000,0.296331,0.240787,-0.077385,0.131425,-0.093900,-0.241783
4.460000,0.297211,0.240243,-0.076523,0.132970,-0.093010,-0.242626
4.480000,0.296806,0.239108,-0.076500,0.134265,-0.093584,-0.242691
4.500000,0.295548,0.238172,-0.076383,0.135553,-0.094175,-0.242651
4.520000,0.294570,0.237752,-0.075885,0.136286,-0.093716,-0.243270
4.540000,0.294296,0.237422,-0.075738,0.136552,-0.092535,-0.244508
4.560000,0.294504,0.237129,-0.076078,0.136418,-0.092150,-0.245077
4.580000,NaN,NaN,NaN,0.136217,-0.091982,-0.244872
4.600000,NaN,NaN,NaN,0.135874,-0.091914,-0.244228
4.620000,0.294560,0.239313,-0.076288,0.135957,-0.092188,-0.243469
4.640000,0.295021,0.239976,-0.076217,0.136145,-0.093211,-0.242847
4.660000,0.295288,0.240581,-0.075683,0.136574,-0.094157,-0.242614
4.680000,0.295391,0.241112,-0.074976,0.136972,-0.094568,-0.242782
4.700000,0.295167,0.241396,-0.074433,0.137455,-0.094705,-0.243019
4.720000,0.294126,0.242090,-0.075191,0.138143,-0.094660,-0.243037
4.740000,0.292930,0.242118,-0.075963,0.139038,-0.094017,-0.243210
4.760000,0.292677,0.241808,-0.076650,NaN,NaN,NaN
4.780000,0.292716,0.241594,-0.077254,0.140937,-0.091796,-0.243833
4.800000,0.292653,0.241683,-0.078233,0.142346,-0.090360,-0.244091
4.820000,0.292580,0.241616,-0.078839,NaN,NaN,NaN
4.840000,0.292393,0.241501,-0.079710,0.145543,-0.087267,-0.245026
4.860000,0.291912,0.241252,-0.080313,0.146344,-0.085962,-0.245231
4.880000,0.290940,0.241020,-0.080772,NaN,NaN,NaN
4.900000,0.289956,0.240437,-0.081208,0.145387,-0.083647,-0.246536
4.920000,0.289371,0.238727,-0.081357,0.144792,-0.082140,-0.246994
4.940000,0.289296,0.237299,-0.081056,0.144254,-0.081186,-0.247239
4.960000,0.289092,0.236252,-0.080135,0.144714,-0.080240,-0.247492
4.980000,0.288971,0.235011,-0.079098,0.147984,-0.079198,-0.248405
5.000000,0.289146,0.233869,-0.077863,0.154609,-0.079913,-0.250710
5.020000,0.289540,0.233561,-0.076475,0.162192,-0.083820,-0.252695
5.040000,NaN,NaN,NaN,0.169013,-0.090642,-0.253959
5.060000,0.289841,0.234320,-0.074220,0.173868,-0.096962,-0.254635
5.080000,0.290227,0.234550,-0.073145,0.177417,-0.100768,-0.254857
5.100000,0.290726,0.235898,-0.071554,0.179789,-0.102790,-0.254617
5.120000,0.291011,0.237145,-0.070156,NaN,NaN,NaN
5.140000,0.291337,0.237046,-0.069395,0.186593,-0.102273,-0.253300
5.160000,0.291656,0.237485,-0.068959,0.194953,-0.099486,-0.254134
5.180000,0.292431,0.237985,-0.068202,NaN,NaN,NaN
5.200000,0.293926,0.237413,-0.068400,0.201416,-0.096908,-0.255054
5.220000,0.295814,0.236923,-0.068392,0.202450,-0.094812,-0.255416
5.240000,0.298358,0.236500,-0.067951,0.204155,-0.093256,-0.255966
5.260000,0.300564,0.236304,-0.067775,NaN,NaN,NaN
5.280000,0.302046,0.235003,-0.069291,0.206728,-0.095329,-0.258484
5.300000,0.303836,0.232093,-0.071856,NaN,NaN,NaN
5.320000,NaN,NaN,NaN,NaN,NaN,NaN
5.340000,0.305264,0.229849,-0.074492,0.217653,-0.099410,-0.261652
5.360000,0.305587,0.229253,-0.075331,0.221143,-0.101374,-0.261815
5.380000,0.305900,0.229365,-0.075723,0.224060,-0.101710,-0.262057
5.400000,0.305992,0.229921,-0.075740,0.228095,-0.099939,-0.262423
5.420000,0.305934,0.230495,-0.075608,0.235003,-0.098785,-0.262204
5.440000,0.305550,0.231378,-0.075302,0.244935,-0.102144,-0.261214
5.460000,0.305150,0.231934,-0.075096,NaN,NaN,NaN
5.480000,0.304317,0.232606,-0.074938,0.289900,-0.112556,-0.251410
5.500000,0.303058,0.233261,-0.074990,0.307857,-0.119922,-0.245090
5.520000,0.301833,0.233716,-0.075417,NaN,NaN,NaN
5.540000,0.300827,0.234160,-0.076103,0.322657,-0.135790,-0.238692
5.560000,0.300035,0.234643,-0.077407,0.321383,-0.136043,-0.239702
5.580000,0.299518,0.235146,-0.078717,0.317834,-0.130677,-0.242450
5.600000,0.299280,0.235612,-0.079786,0.313681,-0.123278,-0.245549
5.620000,0.299156,0.235453,-0.081297,0.307702,-0.116827,-0.248866
5.640000,0.299824,0.233144,-0.083069,0.300233,-0.113391,-0.251237
5.660000,0.301008,0.231676,-0.084232,0.292250,-0.109490,-0.254026
5.680000,0.301531,0.231572,-0.084550,0.278313,-0.105134,-0.257932
5.700000,0.301349,0.231492,-0.085238,0.254273,-0.099357,-0.261584
5.720000,0.301575,0.231702,-0.085294,0.224920,-0.091826,-0.262927
5.740000,0.301694,0.232803,-0.085128,0.204181,-0.084263,-0.260758
5.760000,0.300386,0.234279,-0.085611,0.182478,-0.077999,-0.257730
5.780000,0.299308,0.235012,-0.085616,0.156358,-0.074669,-0.250961
5.800000,0.298500,0.235954,-0.085165,0.147564,-0.072132,-0.246601
5.820000,NaN,NaN,NaN,0.144881,-0.071898,-0.244601
5.840000,0.293607,0.239526,-0.083839,0.143265,-0.070266,-0.243111
5.860000,0.290719,0.242876,-0.082634,0.141337,-0.067951,-0.241253
5.880000,0.288117,0.245293,-0.081204,0.139405,-0.065354,-0.240129
5.900000,0.286856,0.246652,-0.079109,0.138277,-0.063079,-0.239272
5.920000,0.285730,0.248322,-0.077373,0.136404,-0.061423,-0.238392
5.940000,0.284408,0.249537,-0.076608,0.132328,-0.060153,-0.236485
5.960000,NaN,NaN,NaN,0.127184,-0.059075,-0.234135
5.980000,0.282481,0.250569,-0.074530,0.121974,-0.058773,-0.232425
6.000000,0.282168,0.250027,-0.074288,0.117917,-0.058839,-0.232834
6.020000,0.282121,0.248041,-0.074967,0.115752,-0.059027,-0.233305
6.040000,0.283335,0.246106,-0.074729,0.115891,-0.059941,-0.233674
6.060000,0.285344,0.244575,-0.073670,0.116447,-0.060933,-0.233402
6.080000,0.286673,0.243442,-0.071687,0.118815,-0.062019,-0.232662
6.100000,0.288376,0.242120,-0.070831,0.121368,-0.063742,-0.231302
6.120000,0.292467,0.239411,-0.070582,0.124770,-0.067129,-0.229531
6.140000,0.296377,0.237224,-0.069922,0.127982,-0.069852,-0.227923
6.160000,0.300791,0.234659,-0.069094,0.131218,-0.072495,-0.226291
6.180000,0.304270,0.232567,-0.068070,0.133222,-0.074013,-0.225236
6.200000,NaN,NaN,NaN,0.133782,-0.074153,-0.224946
6.220000,NaN,NaN,NaN,0.133494,-0.073431,-0.225282
6.240000,0.307095,0.232923,-0.065849,0.132409,-0.071801,-0.226191
6.260000,0.305867,0.234675,-0.065659,0.130994,-0.069604,-0.227694
6.280000,0.303444,0.237316,-0.065326,0.128862,-0.066521,-0.229673
6.300000,0.301095,0.239634,-0.065082,0.126839,-0.063866,-0.231623
6.320000,NaN,NaN,NaN,0.124807,-0.061689,-0.233213
6.340000,0.294711,0.244506,-0.065559,0.122838,-0.059634,-0.234447
6.360000,0.291343,0.246727,-0.065822,0.120068,-0.057134,-0.235886
6.380000,0.288404,0.248080,-0.066401,0.116646,-0.054664,-0.238122
6.400000,0.286135,0.247896,-0.068172,0.113731,-0.053851,-0.239948
6.420000,0.284636,0.246291,-0.070022,0.113332,-0.054158,-0.241001
6.440000,0.284208,0.246094,-0.070501,0.113027,-0.054029,-0.241450
6.460000,0.284176,0.245540,-0.070718,0.113309,-0.053718,-0.241481
6.480000,0.284921,0.244748,-0.070846,0.114533,-0.053856,-0.241186
6.500000,0.286793,0.243793,-0.071000,0.116316,-0.054509,-0.240718
6.520000,0.289137,0.242789,-0.071281,0.118102,-0.055940,-0.239900
6.540000,0.290999,0.241880,-0.071801,0.119295,-0.057603,-0.239169
6.560000,0.292296,0.241319,-0.072076,0.119871,-0.058758,-0.238613
6.580000,0.292762,0.241270,-0.071606,0.120127,-0.058917,-0.238453
6.600000,0.292938,0.241450,-0.070849,0.120314,-0.058726,-0.238862
6.620000,0.292717,0.242013,-0.070285,0.120297,-0.058152,-0.239772
6.640000,0.292579,0.242601,-0.069459,NaN,NaN,NaN
6.660000,0.292870,0.243072,-0.068131,0.121048,-0.056474,-0.243675
6.680000,0.293666,0.243258,-0.066444,0.123284,-0.056135,-0.246904
6.700000,0.294956,0.242860,-0.063567,0.129789,-0.057845,-0.251829
6.720000,0.296399,0.242359,-0.059688,0.141282,-0.063885,-0.258476
6.740000,0.298373,0.241758,-0.054533,0.156274,-0.072343,-0.265553
6.760000,0.301129,0.242987,-0.047509,0.174167,-0.082542,-0.271872
6.780000,0.304079,0.244820,-0.038108,0.192258,-0.091950,-0.275672
6.800000,0.305314,0.246322,-0.030222,0.212812,-0.102053,-0.277366
6.820000,NaN,NaN,NaN,0.231576,-0.111630,-0.276888
6.840000,0.306605,0.246895,-0.019580,0.247145,-0.120314,-0.274530
6.860000,0.309020,0.245592,-0.015222,0.257012,-0.125312,-0.271924
6.880000,NaN,NaN,NaN,0.260300,-0.125870,-0.270779
6.900000,0.313679,0.242691,-0.008878,0.256754,-0.122522,-0.271784
6.920000,0.314946,0.241216,-0.007111,0.248079,-0.116521,-0.273850
6.940000,0.315711,0.239501,-0.006840,0.236309,-0.109987,-0.275651
6.960000,NaN,NaN,NaN,0.222979,-0.103358,-0.276697
6.980000,0.316751,0.235125,-0.009159,0.209101,-0.095842,-0.277092
7.000000,NaN,NaN,NaN,0.197119,-0.087333,-0.276610
7.020000,NaN,NaN,NaN,0.189886,-0.080465,-0.275629
7.040000,NaN,NaN,NaN,0.187980,-0.076603,-0.275023
7.060000,0.317302,0.230368,-0.014475,0.190154,-0.077380,-0.275220
7.080000,0.318204,0.227990,-0.016321,0.196032,-0.081360,-0.276110
7.100000,0.318918,0.225544,-0.018843,0.200331,-0.084707,-0.276943
7.120000,0.319150,0.223471,-0.022003,0.200789,-0.085650,-0.277242
7.140000,0.318667,0.221756,-0.025883,0.194330,-0.082346,-0.276438
7.160000,0.318080,0.220984,-0.028639,0.187223,-0.074434,-0.274526
7.180000,0.317025,0.220724,-0.031478,0.179263,-0.064971,-0.271039
7.200000,0.315384,0.221581,-0.034869,0.174130,-0.060742,-0.267857
7.220000,0.312421,0.223650,-0.038957,0.174982,-0.065905,-0.266947
7.240000,0.309089,0.226311,-0.041988,0.181362,-0.077705,-0.267876
7.260000,0.306624,0.226875,-0.044729,0.191444,-0.091596,-0.268815
7.280000,0.305311,0.226686,-0.046264,0.198804,-0.105966,-0.268138
7.300000,0.303657,0.227399,-0.047550,0.201514,-0.115842,-0.266094
7.320000,0.301766,0.228908,-0.048568,0.200450,-0.121111,-0.264283
7.340000,0.300294,0.230087,-0.049373,0.197583,-0.123359,-0.262465
7.360000,0.299910,0.230489,-0.049545,0.195823,-0.125819,-0.260686
7.380000,0.299931,0.231344,-0.049306,0.196430,-0.129284,-0.259247
7.400000,0.300255,0.231496,-0.049043,0.197616,-0.134079,-0.257886
7.420000,NaN,NaN,NaN,0.197534,-0.138509,-0.256454
7.440000,0.301134,0.231795,-0.048375,0.194911,-0.141512,-0.255178
