time,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z
0.84,0.151868,NaN,-0.115155,0.077743,-0.262439,NaN
0.86,0.152708,NaN,-0.11279,0.077294,-0.262484,NaN
0.88,0.153506,NaN,-0.110384,NaN,NaN,NaN
0.9,0.15439,NaN,-0.108598,0.07608,-0.262482,NaN
0.92,0.15511,NaN,-0.10688,NaN,NaN,NaN
0.94,0.155721,NaN,-0.105393,0.075444,-0.263035,NaN
0.96,0.156341,NaN,-0.103719,0.075336,-0.263512,NaN
0.98,0.156993,NaN,-0.102075,0.075153,-0.263831,NaN
1,0.157758,NaN,-0.100394,0.074918,-0.264035,NaN
1.02,0.158709,NaN,-0.099843,0.074668,-0.264083,NaN
1.04,0.159627,NaN,-0.100501,0.074802,-0.264279,NaN
1.06,0.160208,NaN,-0.102081,NaN,NaN,NaN
1.08,NaN,NaN,NaN,0.076154,-0.265302,NaN
1.1,0.161287,NaN,-0.105941,0.076908,-0.265894,NaN
1.12,0.161832,NaN,-0.107778,NaN,NaN,NaN
1.14,0.162214,NaN,-0.10917,0.077868,-0.266252,NaN
1.16,0.162289,NaN,-0.109911,0.078186,-0.266307,NaN
1.18,0.1621,NaN,-0.110393,0.07839,-0.266287,NaN
1.2,0.161523,NaN,-0.110866,0.078572,-0.266177,NaN
1.22,NaN,NaN,NaN,0.078805,-0.266084,NaN
1.24,0.159047,NaN,-0.112311,NaN,NaN,NaN
1.26,0.157348,NaN,-0.113492,0.079471,-0.265752,NaN
1.28,0.155723,NaN,-0.114485,0.079925,-0.265725,NaN
1.3,0.154364,NaN,-0.11529,0.08035,-0.265795,NaN
1.32,0.153376,NaN,-0.11602,0.080883,-0.265953,NaN
1.34,0.152622,NaN,-0.116773,0.081626,-0.266375,NaN
1.36,0.152041,NaN,-0.117507,0.082696,-0.26713,NaN
1.38,0.151414,NaN,-0.11848,0.083954,-0.268095,NaN
1.4,0.151134,NaN,-0.119511,0.084878,-0.26897,NaN
1.42,NaN,NaN,NaN,0.085723,-0.269809,NaN
1.44,0.151567,NaN,-0.121746,0.086497,-0.270527,NaN
1.46,0.15204,NaN,-0.123192,NaN,NaN,NaN
1.48,NaN,NaN,NaN,0.087623,-0.271527,NaN
1.5,NaN,NaN,NaN,0.087967,-0.271977,NaN
1.52,0.154139,NaN,-0.126452,0.08819,-0.272299,NaN
1.54,0.15446,NaN,-0.127439,0.088448,-0.272525,NaN
1.56,0.154568,NaN,-0.128199,0.088697,-0.272661,NaN
1.58,0.154607,NaN,-0.129062,0.08879,-0.272601,NaN
1.6,0.154669,NaN,-0.129847,0.088769,-0.272417,NaN
1.62,0.154761,NaN,-0.130665,0.088682,-0.272118,NaN
1.64,0.15503,NaN,-0.13152,0.088596,-0.271767,NaN
1.66,0.155606,NaN,-0.132565,NaN,NaN,NaN
1.68,0.156447,NaN,-0.133663,0.088256,-0.271037,NaN
1.7,0.157404,NaN,-0.134785,0.088009,-0.270701,NaN
1.72,0.158369,NaN,-0.135834,0.087793,-0.270392,NaN
1.74,0.159051,NaN,-0.136718,0.087664,-0.270069,NaN
1.76,0.159839,NaN,-0.137413,0.087492,-0.269736,NaN
1.78,0.16078,NaN,-0.13814,0.087087,-0.269329,NaN
1.8,0.161938,NaN,-0.138655,0.086673,-0.269097,NaN
1.82,0.163061,NaN,-0.139121,0.086376,-0.268966,NaN
1.84,0.164348,NaN,-0.139668,0.086127,-0.26871,NaN
1.86,NaN,NaN,NaN,0.08592,-0.268494,NaN
1.88,0.166517,NaN,-0.140644,0.085788,-0.268291,NaN
1.9,0.16684,NaN,-0.141246,0.085772,-0.268271,NaN
1.92,NaN,NaN,NaN,0.085788,-0.268286,NaN
1.94,0.16718,NaN,-0.142381,0.085777,-0.268232,NaN
1.96,0.167013,NaN,-0.14284,NaN,NaN,NaN
1.98,0.16686,NaN,-0.14319,0.085754,-0.26802,NaN
2,0.166813,NaN,-0.143361,0.085734,-0.267935,NaN
2.02,0.16672,NaN,-0.143513,0.085595,-0.267759,NaN
2.04,NaN,NaN,NaN,0.085369,-0.267496,NaN
2.06,0.166816,NaN,-0.143343,0.085141,-0.267267,NaN
2.08,0.166999,NaN,-0.142963,0.085,-0.267115,NaN
2.1,0.167402,NaN,-0.142403,0.084926,-0.267041,NaN
2.12,0.167859,NaN,-0.141759,0.084927,-0.267034,NaN
2.14,0.168254,NaN,-0.141132,0.085,-0.26707,NaN
2.16,0.168616,NaN,-0.140446,0.085049,-0.267126,NaN
2.18,0.169027,NaN,-0.139605,0.085023,-0.267183,NaN
2.2,0.169426,NaN,-0.138688,0.084855,-0.267212,NaN
2.22,NaN,NaN,NaN,0.084775,-0.267282,NaN
2.24,0.170348,NaN,-0.136471,0.084868,-0.267397,NaN
2.26,0.170775,NaN,-0.135036,0.084966,-0.267333,NaN
2.28,0.171032,NaN,-0.133644,0.084866,-0.267089,NaN
2.3,0.171257,NaN,-0.13213,0.084629,-0.266693,NaN
2.32,0.17139,NaN,-0.130869,0.08435,-0.266187,NaN
2.34,0.171639,NaN,-0.129896,0.084087,-0.265707,NaN
2.36,0.171926,NaN,-0.12861,0.083771,-0.265316,NaN
2.38,0.1731,NaN,-0.126706,NaN,NaN,NaN
2.4,0.173948,NaN,-0.125159,0.083316,-0.265081,NaN
2.42,NaN,NaN,NaN,0.08327,-0.265101,NaN
2.44,NaN,NaN,NaN,0.083375,-0.265344,NaN
2.46,0.173958,NaN,-0.124062,0.083682,-0.265843,NaN
2.48,0.174269,NaN,-0.12466,0.084227,-0.266458,NaN
2.5,0.174472,NaN,-0.125303,0.084851,-0.267083,NaN
2.52,0.174515,NaN,-0.125854,0.085507,-0.26769,NaN
2.54,NaN,NaN,NaN,0.085941,-0.267993,NaN
2.56,0.174017,NaN,-0.127069,0.086178,-0.268025,NaN
2.58,0.173653,NaN,-0.127452,0.086309,-0.267966,NaN
2.6,0.17329,NaN,-0.127922,0.086379,-0.267868,NaN
2.62,0.172846,NaN,-0.128547,0.086551,-0.267797,NaN
2.64,0.172433,NaN,-0.129421,0.086724,-0.267754,NaN
2.66,0.171934,NaN,-0.130651,0.086772,-0.267581,NaN
2.68,0.171461,NaN,-0.132066,0.086738,-0.267301,NaN
2.7,0.170912,NaN,-0.133223,0.086659,-0.26695,NaN
2.72,0.170306,NaN,-0.134363,0.086603,-0.266548,NaN
2.74,0.170073,NaN,-0.135413,0.08638,-0.266183,NaN
2.76,0.170084,NaN,-0.136555,0.086114,-0.265942,NaN
2.78,0.169814,NaN,-0.137344,0.08591,-0.265882,NaN
2.8,0.169513,NaN,-0.138122,0.08571,-0.265809,NaN
2.82,0.169096,NaN,-0.138667,0.085588,-0.26556,NaN
2.84,0.168676,NaN,-0.139104,0.085523,-0.265324,NaN
2.86,0.16825,NaN,-0.139354,0.085402,-0.265147,NaN
2.88,0.167994,NaN,-0.139458,NaN,NaN,NaN
2.9,0.167793,NaN,-0.139543,0.085385,-0.265155,NaN
2.92,0.16742,NaN,-0.139802,0.085395,-0.265202,NaN
2.94,NaN,NaN,NaN,0.085427,-0.265275,NaN
2.96,0.166832,NaN,-0.140253,0.085511,-0.265319,NaN
2.98,0.166537,NaN,-0.140351,0.085481,-0.265267,NaN
3,0.166189,NaN,-0.140428,0.085386,-0.265166,NaN
3.02,NaN,NaN,NaN,NaN,NaN,NaN
3.04,0.165333,NaN,-0.140497,0.085367,-0.264979,NaN
3.06,0.164892,NaN,-0.140557,0.085423,-0.264962,NaN
3.08,0.164321,NaN,-0.140743,0.085541,-0.265074,NaN
3.1,0.163515,NaN,-0.141041,0.08569,-0.265183,NaN
3.12,0.162447,NaN,-0.141463,0.08587,-0.26529,NaN
3.14,NaN,NaN,NaN,0.086039,-0.26536,NaN
3.16,0.160347,NaN,-0.142245,0.086185,-0.26543,NaN
3.18,0.159646,NaN,-0.142469,0.086265,-0.265385,NaN
3.2,0.159215,NaN,-0.14264,0.08622,-0.26522,NaN
3.22,0.15899,NaN,-0.142686,0.086192,-0.265086,NaN
3.24,0.158796,NaN,-0.142726,0.086195,-0.264972,NaN
3.26,NaN,NaN,NaN,0.086128,-0.264824,NaN
3.28,0.158612,NaN,-0.142648,0.085996,-0.264675,NaN
3.3,0.158549,NaN,-0.142506,NaN,NaN,NaN
3.32,0.158428,NaN,-0.142437,0.085964,-0.264508,NaN
3.34,0.15829,NaN,-0.142343,0.08594,-0.26446,NaN
3.36,0.158171,NaN,-0.142257,0.085921,-0.264369,NaN
3.38,0.15812,NaN,-0.142141,0.085746,-0.264218,NaN
3.4,0.158077,NaN,-0.142068,0.085507,-0.26396,NaN
3.42,0.158042,NaN,-0.142024,0.085166,-0.263627,NaN
3.44,NaN,NaN,NaN,0.084892,-0.263319,NaN
3.46,NaN,NaN,NaN,0.084675,-0.263177,NaN
3.48,0.158209,NaN,-0.141707,0.084621,-0.263197,NaN
3.5,0.158374,NaN,-0.14144,0.084398,-0.263048,NaN
3.52,0.158467,NaN,-0.141171,0.083934,-0.262584,NaN
3.54,0.158681,NaN,-0.140933,0.083614,-0.262343,NaN
3.56,0.158832,NaN,-0.140663,0.083574,-0.262272,NaN
3.58,0.158998,NaN,-0.140371,0.083373,-0.26209,NaN
3.6,0.159154,NaN,-0.140005,0.083192,-0.26194,NaN
3.62,0.159303,NaN,-0.139564,0.083267,-0.262001,NaN
3.64,0.159483,NaN,-0.139092,0.08348,-0.262146,NaN
3.66,0.159606,NaN,-0.138716,0.083475,-0.262188,NaN
3.68,0.159804,NaN,-0.138413,0.083385,-0.262171,NaN
3.7,0.159993,NaN,-0.138104,0.083297,-0.262185,NaN
3.72,0.160291,NaN,-0.137893,0.083277,-0.262204,NaN
3.74,0.16055,NaN,-0.137743,0.08338,-0.2623,NaN
3.76,0.160965,NaN,-0.137634,0.08352,-0.262549,NaN
3.78,0.161539,NaN,-0.13752,NaN,NaN,NaN
3.8,0.162095,NaN,-0.137455,0.084145,-0.263643,NaN
3.82,NaN,NaN,NaN,0.084459,-0.264273,NaN
3.84,0.163918,NaN,-0.136747,0.084804,-0.264952,NaN
3.86,0.165194,NaN,-0.135989,0.085362,-0.265652,NaN
3.88,0.166577,NaN,-0.135011,0.086248,-0.266652,NaN
3.9,0.168026,NaN,-0.133475,0.087538,-0.267882,NaN
3.92,0.169108,NaN,-0.131565,0.089191,-0.269483,NaN
3.94,0.170108,NaN,-0.129537,0.090923,-0.270991,NaN
3.96,0.171365,NaN,-0.127541,0.092596,-0.272439,NaN
3.98,0.172437,NaN,-0.125444,0.094474,-0.274019,NaN
4,0.173737,NaN,-0.122969,0.096574,-0.275856,NaN
4.02,0.175127,NaN,-0.120724,0.098651,-0.277739,NaN
4.04,NaN,NaN,NaN,0.100572,-0.279664,NaN
4.06,0.179257,NaN,-0.115311,0.102762,-0.281808,NaN
4.08,0.181737,NaN,-0.112927,0.104869,-0.283933,NaN
4.1,NaN,NaN,NaN,NaN,NaN,NaN
4.12,0.186455,NaN,-0.110019,0.108955,-0.288161,NaN
4.14,0.187929,NaN,-0.109835,0.1108,-0.290041,NaN
4.16,0.189244,NaN,-0.110305,0.11246,-0.291693,NaN
4.18,0.189854,NaN,-0.11072,0.113735,-0.292805,NaN
4.2,0.189745,NaN,-0.110938,0.114467,-0.293497,NaN
4.22,0.189793,NaN,-0.111001,0.114743,-0.293826,NaN
4.24,0.189983,NaN,-0.11073,0.11445,-0.293781,NaN
4.26,0.190022,NaN,-0.110345,0.113899,-0.293555,NaN
4.28,0.189839,NaN,-0.109609,0.113232,-0.29325,NaN
4.3,0.189458,NaN,-0.109132,0.112694,-0.293014,NaN
4.32,0.189197,NaN,-0.108441,0.11222,-0.292835,NaN
4.34,0.188575,NaN,-0.107939,0.111831,-0.2927,NaN
4.36,0.187504,NaN,-0.107248,0.11139,-0.292545,NaN
4.38,0.186301,NaN,-0.10611,0.110779,-0.292348,NaN
4.4,0.185076,NaN,-0.104419,0.110138,-0.292115,NaN
4.42,0.183716,NaN,-0.101685,0.109317,-0.291763,NaN
4.44,0.18168,NaN,-0.097307,0.108602,-0.291398,NaN
4.46,NaN,NaN,NaN,0.108143,-0.291163,NaN
4.48,0.179003,NaN,-0.089695,0.108081,-0.291169,NaN
4.5,0.178496,NaN,-0.087219,0.10844,-0.291601,NaN
4.52,0.177574,NaN,-0.085449,0.109544,-0.292749,NaN
4.54,0.176871,NaN,-0.08466,0.11142,-0.294717,NaN
4.56,0.176159,NaN,-0.084524,0.115288,-0.297786,NaN
4.58,0.17552,NaN,-0.085122,0.121332,-0.302039,NaN
4.6,0.174484,NaN,-0.086444,0.127911,-0.305223,NaN
4.62,0.172724,NaN,-0.08864,0.133535,-0.307351,NaN
4.64,0.170257,NaN,-0.091318,0.135485,-0.307427,NaN
4.66,NaN,NaN,NaN,0.132712,-0.305675,NaN
4.68,0.164462,NaN,-0.099745,0.12683,-0.302764,NaN
4.7,0.161214,NaN,-0.105503,0.11948,-0.298661,NaN
4.72,0.157415,NaN,-0.110978,0.113934,-0.295236,NaN
4.74,0.153599,NaN,-0.115469,0.11101,-0.292982,NaN
4.76,0.150137,NaN,-0.117712,0.110357,-0.29216,NaN
4.78,0.147577,NaN,-0.118975,NaN,NaN,NaN
4.8,0.145777,NaN,-0.120193,NaN,NaN,NaN
4.82,0.144542,NaN,-0.121893,0.105512,-0.288256,NaN
4.84,0.143691,NaN,-0.12364,0.101792,-0.285617,NaN
4.86,0.142829,NaN,-0.125286,0.097953,-0.282748,NaN
4.88,NaN,NaN,NaN,0.095161,-0.280688,NaN
4.9,0.140989,NaN,-0.126804,0.09374,-0.27957,NaN
4.92,0.139778,NaN,-0.127102,NaN,NaN,NaN
4.94,0.138691,NaN,-0.127529,0.093313,-0.27866,NaN
4.96,0.137858,NaN,-0.128356,0.092093,-0.277467,NaN
4.98,0.137407,NaN,-0.129261,0.090633,-0.276138,NaN
5,NaN,NaN,NaN,0.089552,-0.275169,NaN
5.02,0.139047,NaN,-0.131204,0.089102,-0.27473,NaN
5.04,0.139981,NaN,-0.132077,0.088886,-0.274457,NaN
5.06,0.140804,NaN,-0.13299,0.088287,-0.273878,NaN
5.08,NaN,NaN,NaN,0.08717,-0.273039,NaN
5.1,0.140695,NaN,-0.134832,0.086039,-0.272326,NaN
5.12,NaN,NaN,NaN,0.084879,-0.271865,NaN
5.14,0.141628,NaN,-0.135772,0.084187,-0.271654,NaN
5.16,0.142125,NaN,-0.13657,0.083917,-0.271586,NaN
5.18,0.142388,NaN,-0.137479,0.08373,-0.271459,NaN
5.2,NaN,NaN,NaN,0.083299,-0.271164,NaN
5.22,0.143584,NaN,-0.139057,0.08294,-0.27084,NaN
5.24,0.144002,NaN,-0.139264,0.082681,-0.270666,NaN
5.26,0.144668,NaN,-0.139306,0.082427,-0.270443,NaN
5.28,0.145257,NaN,-0.13934,0.082158,-0.27022,NaN
5.3,0.145854,NaN,-0.139498,0.081952,-0.269994,NaN
5.32,NaN,NaN,NaN,0.081892,-0.269887,NaN
5.34,NaN,NaN,NaN,0.081811,-0.269775,NaN
5.36,0.147098,NaN,-0.139631,0.081742,-0.269723,NaN
5.38,0.147204,NaN,-0.139518,0.081665,-0.269636,NaN
5.4,0.147357,NaN,-0.139334,0.081533,-0.269518,NaN
5.42,0.147615,NaN,-0.139016,0.08138,-0.269332,NaN
5.44,0.147922,NaN,-0.138638,0.081302,-0.269212,NaN
5.46,0.148327,NaN,-0.137913,0.08131,-0.269136,NaN
5.48,0.148847,NaN,-0.136974,0.081399,-0.269093,NaN
5.5,0.149202,NaN,-0.135661,0.081583,-0.269062,NaN
5.52,0.14905,NaN,-0.133849,0.081837,-0.269092,NaN
5.54,0.148497,NaN,-0.131367,0.082062,-0.269136,NaN
5.56,NaN,NaN,NaN,0.082133,-0.26913,NaN
5.58,0.144621,NaN,-0.1241,0.08212,-0.26898,NaN
5.6,NaN,NaN,NaN,0.081986,-0.268639,NaN
5.62,0.13932,NaN,-0.116516,0.081797,-0.268304,NaN
5.64,0.136817,NaN,-0.11312,0.08175,-0.26796,NaN
5.66,0.135691,NaN,-0.11054,0.081812,-0.267858,NaN
5.68,0.135552,NaN,-0.108876,0.082049,-0.26793,NaN
5.7,0.136201,NaN,-0.107369,0.082206,-0.268144,NaN
5.72,0.137026,NaN,-0.106053,0.082436,-0.268433,NaN
5.74,0.137644,NaN,-0.104702,0.08271,-0.268806,NaN
5.76,0.13793,NaN,-0.103348,0.083051,-0.269253,NaN
5.78,0.137974,NaN,-0.101996,0.083355,-0.269707,NaN
5.8,0.137847,NaN,-0.100823,0.083504,-0.270082,NaN
5.82,0.137643,NaN,-0.099847,0.083693,-0.270305,NaN
5.84,0.137731,NaN,-0.099089,0.083829,-0.270356,NaN
5.86,0.138331,NaN,-0.098567,0.083886,-0.270363,NaN
5.88,0.139165,NaN,-0.098259,NaN,NaN,NaN
5.9,0.139989,NaN,-0.09816,0.083932,-0.270335,NaN
5.92,0.140624,NaN,-0.098119,0.084066,-0.270422,NaN
5.94,0.141022,NaN,-0.097977,0.084162,-0.270537,NaN
5.96,0.141086,NaN,-0.09779,NaN,NaN,NaN
5.98,0.140812,NaN,-0.097097,0.084164,-0.270485,NaN
6,0.14045,NaN,-0.096174,0.084219,-0.270379,NaN
6.02,0.140086,NaN,-0.09535,0.084386,-0.270301,NaN
6.04,0.139274,NaN,-0.094746,0.084587,-0.270228,NaN
6.06,0.137953,NaN,-0.094114,0.084596,-0.270012,NaN
6.08,NaN,NaN,NaN,NaN,NaN,NaN
6.1,NaN,NaN,NaN,0.084015,-0.269149,NaN
6.12,0.134569,NaN,-0.092708,0.083775,-0.268776,NaN
6.14,0.133663,NaN,-0.092479,0.083578,-0.268464,NaN
6.16,NaN,NaN,NaN,0.08332,-0.268152,NaN
6.18,0.133084,NaN,-0.092841,0.083079,-0.267886,NaN
6.2,0.132997,NaN,-0.09337,0.082911,-0.26766,NaN
6.22,0.132696,NaN,-0.093728,0.082645,-0.267359,NaN
6.24,NaN,NaN,NaN,0.082085,-0.266912,NaN
6.26,0.132244,NaN,-0.094156,NaN,NaN,NaN
6.28,0.132319,NaN,-0.094434,0.080758,-0.266185,NaN
6.3,0.132431,NaN,-0.094763,NaN,NaN,NaN
6.32,0.13243,NaN,-0.095075,0.080111,-0.266214,NaN
6.34,NaN,NaN,NaN,0.080012,-0.266177,NaN
6.36,0.132109,NaN,-0.095348,0.079439,-0.265725,NaN
6.38,0.131692,NaN,-0.095334,0.078982,-0.265305,NaN
6.4,0.130763,NaN,-0.094961,0.078705,-0.265013,NaN
6.42,0.129499,NaN,-0.094723,0.07842,-0.264604,NaN
6.44,0.127908,NaN,-0.094404,NaN,NaN,NaN
6.46,0.126303,NaN,-0.094541,0.078322,-0.264324,NaN
6.48,0.124413,NaN,-0.094852,0.078662,-0.264431,NaN
6.5,0.122846,NaN,-0.095628,0.079009,-0.264522,NaN
6.52,0.121966,NaN,-0.097384,0.079286,-0.264604,NaN
6.54,NaN,NaN,NaN,0.079642,-0.264828,NaN
6.56,0.121822,NaN,-0.101585,0.079908,-0.264982,NaN
6.58,0.121832,NaN,-0.103592,0.080041,-0.265015,NaN
6.6,0.121469,NaN,-0.104976,0.08001,-0.264956,NaN
6.62,0.1211,NaN,-0.105904,NaN,NaN,NaN
6.64,0.121048,NaN,-0.106624,0.079466,-0.264605,NaN
6.66,NaN,NaN,NaN,0.079005,-0.264324,NaN
6.68,0.121262,NaN,-0.107826,0.078395,-0.263971,NaN
6.7,0.121371,NaN,-0.108038,NaN,NaN,NaN
6.72,0.121553,NaN,-0.108204,0.077272,-0.263418,NaN
6.74,0.121679,NaN,-0.108211,0.076875,-0.263289,NaN
6.76,0.121808,NaN,-0.108069,0.076539,-0.263219,NaN
6.78,0.121737,NaN,-0.107614,0.076217,-0.263248,NaN
6.8,0.121603,NaN,-0.106958,0.0763,-0.26347,NaN
6.82,0.12154,NaN,-0.106194,0.076355,-0.263564,NaN
6.84,0.121735,NaN,-0.105415,0.076316,-0.263365,NaN
6.86,0.122086,NaN,-0.104423,0.076252,-0.262995,NaN
6.88,0.122647,NaN,-0.103435,0.076347,-0.262658,NaN
6.9,0.123358,NaN,-0.102457,0.07666,-0.262463,NaN
6.92,0.124401,NaN,-0.1019,0.076872,-0.262307,NaN
6.94,0.125732,NaN,-0.101745,0.076943,-0.26187,NaN
6.96,0.127589,NaN,-0.102105,0.076883,-0.261468,NaN
6.98,0.12893,NaN,-0.102257,0.077011,-0.2615,NaN
7,0.130072,NaN,-0.102363,0.077465,-0.262107,NaN
7.02,0.130382,NaN,-0.102013,0.077963,-0.262883,NaN
7.04,0.129994,NaN,-0.101215,0.078372,-0.26358,NaN
7.06,0.129479,NaN,-0.100437,0.078685,-0.264065,NaN
7.08,0.128812,NaN,-0.099922,0.078854,-0.264303,NaN
7.1,0.128194,NaN,-0.099811,0.078859,-0.264279,NaN
7.12,0.127679,NaN,-0.100043,0.078948,-0.264201,NaN
7.14,0.127495,NaN,-0.100582,0.079074,-0.264228,NaN
7.16,0.127574,NaN,-0.100986,0.079286,-0.264508,NaN
7.18,0.127633,NaN,-0.101201,0.079498,-0.2648,NaN
7.2,0.127579,NaN,-0.101432,0.079593,-0.264998,NaN
7.22,0.127394,NaN,-0.1015,0.079719,-0.265196,NaN
7.24,0.127158,NaN,-0.101582,NaN,NaN,NaN
7.26,0.126986,NaN,-0.101616,0.08003,-0.265657,NaN
7.28,0.127205,NaN,-0.10198,0.079979,-0.265591,NaN
7.3,0.127497,NaN,-0.102411,0.079965,-0.265457,NaN
7.32,0.127857,NaN,-0.102982,0.080059,-0.265425,NaN
7.34,0.128562,NaN,-0.103638,0.080273,-0.265551,NaN
7.36,0.129661,NaN,-0.104777,0.080437,-0.265675,NaN
7.38,0.131191,NaN,-0.105937,0.080618,-0.265874,NaN
7.4,0.132848,NaN,-0.106784,0.080778,-0.266113,NaN
7.42,0.134191,NaN,-0.107299,0.080948,-0.266322,NaN
7.44,0.134853,NaN,-0.107543,0.081114,-0.266453,NaN
7.46,0.135159,NaN,-0.107432,0.081266,-0.26655,NaN
7.48,0.135195,NaN,-0.10715,0.081378,-0.266586,NaN
7.5,0.134956,NaN,-0.10704,0.081426,-0.266477,NaN
7.52,0.134366,NaN,-0.107617,0.081468,-0.266218,NaN
7.54,0.133576,NaN,-0.108654,NaN,NaN,NaN
7.56,0.132607,NaN,-0.110183,0.081558,-0.265838,NaN
7.58,0.131698,NaN,-0.112002,0.081524,-0.265679,NaN
7.6,0.130679,NaN,-0.11402,0.081347,-0.265438,NaN
7.62,0.129712,NaN,-0.115577,0.081055,-0.265279,NaN
7.64,0.128577,NaN,-0.116785,0.080792,-0.265304,NaN
7.66,0.127607,NaN,-0.117518,0.080419,-0.265217,NaN
7.68,0.126684,NaN,-0.118449,0.07991,-0.264836,NaN
7.7,0.126169,NaN,-0.119468,0.079415,-0.264401,NaN
7.72,0.125941,NaN,-0.120391,0.07895,-0.26405,NaN
7.74,0.125793,NaN,-0.120858,0.078417,-0.263648,NaN
7.76,0.125749,NaN,-0.121287,NaN,NaN,NaN
7.78,0.125908,NaN,-0.121055,0.077383,-0.262726,NaN
7.8,0.127415,NaN,-0.121139,0.076991,-0.262447,NaN
7.82,0.129937,NaN,-0.122048,0.076888,-0.262362,NaN
7.84,0.132525,NaN,-0.122921,0.076943,-0.262462,NaN
7.86,0.134699,NaN,-0.123686,0.076992,-0.262563,NaN
7.88,0.136846,NaN,-0.124115,0.076909,-0.26259,NaN
7.9,0.137925,NaN,-0.124337,0.076773,-0.262483,NaN
7.92,0.138019,NaN,-0.124204,0.076608,-0.262366,NaN
7.94,0.137874,NaN,-0.124108,0.076406,-0.262189,NaN
7.96,0.138106,NaN,-0.124139,0.076268,-0.262044,NaN
7.98,0.138856,NaN,-0.124393,0.076138,-0.26193,NaN
8,0.139844,NaN,-0.124837,0.076121,-0.261907,NaN
8.02,0.140142,NaN,-0.125287,0.076282,-0.26199,NaN
8.04,0.140305,NaN,-0.125396,0.07642,-0.262086,NaN
8.06,NaN,NaN,NaN,0.076487,-0.262079,NaN
8.08,0.140804,NaN,-0.125491,NaN,NaN,NaN
8.1,0.141415,NaN,-0.125758,0.076508,-0.261963,NaN
8.12,NaN,NaN,NaN,NaN,NaN,NaN
8.14,NaN,NaN,NaN,0.076834,-0.262045,NaN
8.16,0.14321,NaN,-0.127003,0.077048,-0.262208,NaN
8.18,0.144322,NaN,-0.127118,0.077329,-0.262546,NaN
8.2,0.145412,NaN,-0.126998,0.077826,-0.263095,NaN
8.22,0.14617,NaN,-0.126985,0.078491,-0.263812,NaN
8.24,0.146905,NaN,-0.126561,0.079228,-0.264616,NaN
8.26,0.147874,NaN,-0.126099,NaN,NaN,NaN
8.28,NaN,NaN,NaN,0.080617,-0.266402,NaN
8.3,0.150602,NaN,-0.12472,0.081134,-0.2672,NaN
