time,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z
1.400000,0.155781,0.181867,-0.208516,0.226074,-0.251241,-0.070916
1.420000,0.155868,0.181771,-0.208680,0.225779,-0.251455,-0.071199
1.440000,0.156153,0.181603,-0.208834,0.225414,-0.251535,-0.071453
1.460000,0.156167,0.181526,-0.208965,0.225268,-0.251731,-0.071944
1.480000,0.156404,0.181358,-0.209065,0.225009,-0.251740,-0.072259
1.500000,0.156453,0.181186,-0.209233,0.224911,-0.251874,-0.072674
1.520000,0.156684,0.180946,-0.209375,0.224836,-0.252097,-0.072990
1.540000,0.156713,0.180760,-0.209496,0.224685,-0.252390,-0.073310
1.560000,0.156918,0.180591,-0.209552,0.224656,-0.252629,-0.073468
1.580000,0.156917,0.180529,-0.209603,0.224645,-0.252782,-0.073638
1.600000,0.157129,0.180429,-0.209657,0.224749,-0.252879,-0.073686
1.620000,0.157079,0.180389,-0.209729,0.224819,-0.252917,-0.073744
1.640000,0.157196,0.180328,-0.209749,0.224938,-0.252970,-0.073667
1.660000,0.157242,0.180328,-0.209805,0.225037,-0.252986,-0.073637
1.680000,0.157262,0.180275,-0.209764,0.225174,-0.253026,-0.073553
1.700000,0.157425,0.180280,-0.209835,0.225257,-0.253033,-0.073552
1.720000,0.157347,0.180308,-0.209772,0.225364,-0.253061,-0.073467
1.740000,0.157451,0.180348,-0.209865,0.225383,-0.253030,-0.073478
1.760000,0.157395,0.180371,-0.209822,0.225392,-0.253026,-0.073431
1.780000,0.157398,0.180396,-0.209869,0.225331,-0.252989,-0.073480
1.800000,0.157424,0.180368,-0.209864,0.225281,-0.253004,-0.073431
1.820000,0.157454,0.180321,-0.209977,0.225051,-0.252889,-0.073688
1.840000,0.157443,0.180242,-0.210008,0.224854,-0.252902,-0.073586
1.860000,0.157416,0.180201,-0.210125,0.224485,-0.252808,-0.073847
1.880000,0.157420,0.180141,-0.210145,0.224231,-0.252830,-0.073844
1.900000,0.157404,0.180093,-0.210250,0.224023,-0.252812,-0.074137
1.920000,0.157455,0.179986,-0.210373,0.223775,-0.252829,-0.074196
1.940000,0.157450,0.179946,-0.210465,0.223563,-0.252809,-0.074364
1.960000,0.157444,0.179901,-0.210451,0.223305,-0.252802,-0.074277
1.980000,0.157439,0.179892,-0.210525,0.223149,-0.252795,-0.074425
2.000000,0.157408,0.179868,-0.210503,0.223032,-0.252751,-0.074306
2.020000,0.157392,0.179921,-0.210552,0.222938,-0.252726,-0.074465
2.040000,0.157427,0.179921,-0.210565,0.222779,-0.252721,-0.074354
2.060000,0.157358,0.179894,-0.210655,0.222655,-0.252737,-0.074510
2.080000,0.157366,0.179867,-0.210618,0.222573,-0.252723,-0.074304
2.100000,0.157266,0.179842,-0.210626,0.222548,-0.252748,-0.074374
2.120000,0.157310,0.179835,-0.210570,0.222524,-0.252741,-0.074168
2.140000,0.157237,0.179874,-0.210614,0.222517,-0.252778,-0.074256
2.160000,0.157265,0.179921,-0.210576,0.222484,-0.252759,-0.074046
2.180000,0.157134,0.180014,-0.210479,0.222491,-0.252729,-0.074054
2.200000,0.157191,0.180076,-0.210484,0.222543,-0.252696,-0.073885
2.220000,0.157113,0.180138,-0.210424,0.222601,-0.252724,-0.073704
2.240000,0.157158,0.180134,-0.210478,0.222543,-0.252682,-0.073610
2.260000,0.157015,0.180137,-0.210462,0.222450,-0.252735,-0.073585
2.280000,0.157055,0.180099,-0.210526,0.222352,-0.252794,-0.073453
2.300000,0.156888,0.180124,-0.210485,0.222314,-0.252869,-0.073341
2.320000,0.156933,0.180103,-0.210539,0.222203,-0.252887,-0.073491
2.340000,0.156849,0.180107,-0.210537,0.222061,-0.252961,-0.073272
2.360000,0.156951,0.180055,-0.210639,0.221918,-0.253002,-0.073436
2.380000,0.156936,0.180029,-0.210630,0.221861,-0.253095,-0.073179
2.400000,0.157070,0.179998,-0.210684,0.221864,-0.253097,-0.073321
2.420000,0.156985,0.180017,-0.210612,0.221888,-0.253054,-0.073265
2.440000,0.156931,0.180035,-0.210643,0.222010,-0.253049,-0.073356
2.460000,0.156939,0.180004,-0.210635,0.222050,-0.253012,-0.073231
2.480000,0.156914,0.180065,-0.210658,0.222127,-0.253013,-0.073388
2.500000,0.157007,0.180066,-0.210616,0.222214,-0.252977,-0.073268
2.520000,0.156970,0.180084,-0.210602,0.222327,-0.252997,-0.073365
2.540000,0.157067,0.180121,-0.210515,0.222427,-0.252962,-0.073229
2.560000,0.157011,0.180152,-0.210512,0.222483,-0.252987,-0.073324
2.580000,0.157099,0.180162,-0.210495,0.222544,-0.252939,-0.073158
2.600000,0.157044,0.180180,-0.210496,0.222569,-0.252952,-0.073300
2.620000,0.157123,0.180160,-0.210445,0.222598,-0.252943,-0.073178
2.640000,0.157010,0.180170,-0.210440,0.222639,-0.252953,-0.073323
2.660000,0.157065,0.180131,-0.210428,0.222646,-0.252919,-0.073163
2.680000,0.156950,0.180146,-0.210463,0.222613,-0.252949,-0.073299
2.700000,0.157062,0.180077,-0.210477,0.222544,-0.252969,-0.073159
2.720000,0.156964,0.180102,-0.210479,0.222563,-0.252995,-0.073263
2.740000,0.157032,0.180090,-0.210418,0.222616,-0.252956,-0.073082
2.760000,0.156957,0.180137,-0.210409,0.222706,-0.252990,-0.073060
2.780000,0.157105,0.180135,-0.210400,0.222649,-0.252912,-0.073010
2.800000,0.157028,0.180152,-0.210468,0.222683,-0.252986,-0.072979
2.820000,0.157176,0.180098,-0.210480,0.222654,-0.253054,-0.072892
2.840000,0.157133,0.180117,-0.210490,0.222610,-0.253070,-0.072913
2.860000,0.157250,0.180083,-0.210445,0.222752,-0.253241,-0.072756
2.880000,0.157237,0.180084,-0.210493,0.222572,-0.253122,-0.072806
2.900000,0.157291,0.180036,-0.210476,0.222525,-0.253173,-0.072713
2.920000,0.157220,0.180060,-0.210504,0.222426,-0.253193,-0.072696
2.940000,0.157323,0.180010,-0.210497,0.222401,-0.253233,-0.072624
2.960000,0.157393,0.180054,-0.210524,0.222405,-0.253208,-0.072650
2.980000,0.157275,0.180022,-0.210463,0.222422,-0.253234,-0.072589
3.000000,0.157338,0.180075,-0.210544,0.222445,-0.253202,-0.072603
3.020000,0.157267,0.180042,-0.210541,0.222458,-0.253218,-0.072517
3.040000,0.157351,0.180075,-0.210520,0.222395,-0.253207,-0.072430
3.060000,0.157388,0.180008,-0.210600,0.222415,-0.253248,-0.072408
3.080000,0.157364,0.180045,-0.210535,0.222332,-0.253233,-0.072335
3.100000,0.157432,0.179974,-0.210624,0.222305,-0.253287,-0.072329
3.120000,0.157480,0.179933,-0.210635,0.222144,-0.253327,-0.072266
3.140000,0.157592,0.179866,-0.210713,0.222114,-0.253398,-0.072261
3.160000,0.157648,0.179876,-0.210684,0.222209,-0.253480,-0.072098
3.180000,0.157685,0.179870,-0.210720,0.222310,-0.253526,-0.071953
3.200000,0.157706,0.179906,-0.210687,0.222267,-0.253524,-0.071988
3.220000,0.157736,0.179899,-0.210695,0.222248,-0.253543,-0.071932
3.240000,0.157746,0.179950,-0.210574,0.222251,-0.253522,-0.072017
3.260000,0.157851,0.179990,-0.210527,0.222351,-0.253434,-0.071943
3.280000,0.157773,0.180125,-0.210376,0.222470,-0.253302,-0.071992
3.300000,0.157846,0.180198,-0.210388,0.222527,-0.253184,-0.071932
3.320000,0.157802,0.180255,-0.210370,0.222467,-0.253079,-0.072007
3.340000,0.157896,0.180210,-0.210499,0.222437,-0.253019,-0.071972
3.360000,0.157879,0.180146,-0.210556,0.222351,-0.253027,-0.072050
3.380000,0.158039,0.179998,-0.210683,0.222210,-0.253093,-0.071994
3.400000,0.158018,0.179884,-0.210696,0.222016,-0.253192,-0.072090
3.420000,0.158152,0.179755,-0.210774,0.221885,-0.253270,-0.072040
3.440000,0.158083,0.179746,-0.210719,0.221801,-0.253287,-0.072159
3.460000,0.158194,0.179700,-0.210762,0.221810,-0.253261,-0.072095
3.480000,0.158086,0.179719,-0.210753,0.221850,-0.253214,-0.072152
3.500000,0.158150,0.179709,-0.210801,0.221855,-0.253188,-0.072117
3.520000,0.158045,0.179708,-0.210740,0.221825,-0.253192,-0.072209
3.540000,0.158073,0.179687,-0.210717,0.221876,-0.253182,-0.072166
3.560000,0.157941,0.179735,-0.210588,0.222003,-0.253152,-0.072229
3.580000,0.157984,0.179759,-0.210600,0.222260,-0.253192,-0.072148
3.600000,0.157941,0.179810,-0.210547,0.222252,-0.253106,-0.072230
3.620000,0.158010,0.179811,-0.210658,0.222382,-0.253168,-0.072178
3.640000,0.157966,0.179791,-0.210667,0.222246,-0.253142,-0.072316
3.660000,0.158060,0.179706,-0.210761,0.222261,-0.253313,-0.072257
3.680000,0.158012,0.179656,-0.210712,0.222154,-0.253370,-0.072265
3.700000,0.157970,0.179579,-0.210717,0.222159,-0.253490,-0.072332
3.720000,0.157856,0.179550,-0.210681,0.222058,-0.253507,-0.072299
3.740000,0.157818,0.179460,-0.210842,0.222095,-0.253612,-0.072461
3.760000,0.157742,0.179511,-0.210686,0.221986,-0.253543,-0.072326
3.780000,0.157744,0.179419,-0.210854,0.222033,-0.253620,-0.072515
3.800000,0.157714,0.179401,-0.210854,0.221888,-0.253640,-0.072510
3.820000,0.157725,0.179338,-0.210939,0.221808,-0.253727,-0.072547
3.840000,0.157760,0.179276,-0.210945,0.221605,-0.253808,-0.072521
3.860000,0.157639,0.179281,-0.210957,0.221512,-0.253881,-0.072691
3.880000,0.157811,0.179218,-0.210959,0.221474,-0.253899,-0.072479
3.900000,0.157859,0.179219,-0.211011,0.221515,-0.253941,-0.072498
3.920000,0.157858,0.179255,-0.211021,0.221464,-0.253903,-0.072456
3.940000,0.157773,0.179333,-0.211060,0.221457,-0.253926,-0.072626
3.960000,0.158021,0.179291,-0.211101,0.221464,-0.253958,-0.072401
3.980000,0.157926,0.179372,-0.211108,0.221481,-0.253975,-0.072554
4.000000,0.158118,0.179362,-0.211086,0.221607,-0.254050,-0.072323
4.020000,0.157873,0.179478,-0.211075,0.221506,-0.253983,-0.072623
4.040000,0.158001,0.179461,-0.211076,0.221533,-0.254084,-0.072445
4.060000,0.157928,0.179484,-0.211102,0.221442,-0.254055,-0.072597
4.080000,0.158201,0.179386,-0.211100,0.221511,-0.254153,-0.072284
4.100000,0.158024,0.179493,-0.211071,0.221408,-0.254087,-0.072600
4.120000,0.158221,0.179417,-0.211066,0.221537,-0.254154,-0.072290
4.140000,0.158036,0.179534,-0.210997,0.221421,-0.254134,-0.072425
4.160000,0.158121,0.179472,-0.211083,0.221431,-0.254213,-0.072467
4.180000,0.158023,0.179474,-0.211111,0.221406,-0.254216,-0.072488
4.200000,0.158119,0.179432,-0.211078,0.221430,-0.254245,-0.072439
4.220000,0.158063,0.179491,-0.210991,0.221438,-0.254211,-0.072407
4.240000,0.158076,0.179465,-0.211049,0.221518,-0.254246,-0.072444
4.260000,0.158051,0.179508,-0.211007,0.221494,-0.254233,-0.072408
4.280000,0.158110,0.179461,-0.211089,0.221516,-0.254296,-0.072446
4.300000,0.158063,0.179492,-0.211032,0.221469,-0.254283,-0.072398
4.320000,0.158077,0.179440,-0.211059,0.221513,-0.254334,-0.072426
4.340000,0.158036,0.179478,-0.210991,0.221519,-0.254317,-0.072367
4.360000,0.158057,0.179390,-0.211078,0.221583,-0.254360,-0.072361
4.380000,0.158081,0.179433,-0.211046,0.221528,-0.254334,-0.072347
4.400000,0.158105,0.179298,-0.211137,0.221541,-0.254403,-0.072346
4.420000,0.158065,0.179224,-0.211113,0.221549,-0.254469,-0.072260
4.440000,0.158064,0.179137,-0.211149,0.221527,-0.254446,-0.072295
4.460000,0.158052,0.179118,-0.211103,0.221597,-0.254488,-0.072251
4.480000,0.158075,0.179084,-0.211167,0.221625,-0.254425,-0.072290
4.500000,0.158073,0.179083,-0.211144,0.221680,-0.254477,-0.072212
4.520000,0.158216,0.179021,-0.211261,0.221675,-0.254433,-0.072292
4.540000,0.158158,0.178956,-0.211262,0.221684,-0.254522,-0.072226
4.560000,0.158263,0.178857,-0.211341,0.221610,-0.254527,-0.072301
4.580000,0.158186,0.178809,-0.211330,0.221593,-0.254597,-0.072249
4.600000,0.158265,0.178726,-0.211403,0.221568,-0.254612,-0.072202
4.620000,0.158214,0.178692,-0.211402,0.221536,-0.254614,-0.072296
4.640000,0.158355,0.178606,-0.211494,0.221514,-0.254632,-0.072248
4.660000,0.158323,0.178601,-0.211464,0.221466,-0.254655,-0.072336
4.680000,0.158457,0.178554,-0.211525,0.221445,-0.254684,-0.072277
4.700000,0.158425,0.178536,-0.211472,0.221413,-0.254737,-0.072311
4.720000,0.158516,0.178516,-0.211518,0.221400,-0.254767,-0.072261
4.740000,0.158450,0.178562,-0.211457,0.221369,-0.254773,-0.072339
4.760000,0.158618,0.178545,-0.211492,0.221367,-0.254788,-0.072260
4.780000,0.158501,0.178572,-0.211415,0.221375,-0.254783,-0.072320
4.800000,0.158576,0.178569,-0.211455,0.221405,-0.254783,-0.072252
4.820000,0.158490,0.178600,-0.211414,0.221418,-0.254783,-0.072332
4.840000,0.158576,0.178594,-0.211460,0.221525,-0.254867,-0.072230
4.860000,0.158488,0.178618,-0.211399,0.221404,-0.254820,-0.072337
4.880000,0.158562,0.178615,-0.211443,0.221479,-0.254906,-0.072248
4.900000,0.158494,0.178613,-0.211407,0.221390,-0.254876,-0.072356
4.920000,0.158542,0.178605,-0.211457,0.221467,-0.254982,-0.072256
4.940000,0.158479,0.178627,-0.211418,0.221351,-0.254944,-0.072365
4.960000,0.158588,0.178566,-0.211481,0.221343,-0.255092,-0.072271
4.980000,0.158564,0.178551,-0.211447,0.221224,-0.255037,-0.072370
5.000000,0.158561,0.178496,-0.211451,0.221349,-0.255119,-0.072282
5.020000,0.158507,0.178550,-0.211408,0.221396,-0.255006,-0.072364
5.040000,0.158476,0.178618,-0.211394,0.221568,-0.255051,-0.072279
5.060000,0.158363,0.178720,-0.211325,0.221616,-0.254962,-0.072228
5.080000,0.158328,0.178718,-0.211370,0.221746,-0.254974,-0.072241
5.100000,0.158223,0.178778,-0.211329,0.221849,-0.254869,-0.072209
5.120000,0.158200,0.178790,-0.211361,0.222082,-0.254844,-0.072209
5.140000,0.158146,0.178828,-0.211333,0.222169,-0.254751,-0.072176
5.160000,0.158134,0.178796,-0.211334,0.222308,-0.254730,-0.072127
5.180000,0.158206,0.178768,-0.211420,0.222391,-0.254711,-0.072184
5.200000,0.158277,0.178754,-0.211443,0.222563,-0.254729,-0.072199
5.220000,0.158361,0.178810,-0.211405,0.222698,-0.254658,-0.072169
5.240000,0.158433,0.178838,-0.211341,0.222886,-0.254676,-0.072148
5.260000,0.158538,0.178844,-0.211419,0.223052,-0.254767,-0.072153
5.280000,0.158602,0.178841,-0.211373,0.223115,-0.254730,-0.072109
5.300000,0.158685,0.178866,-0.211412,0.223289,-0.254794,-0.072107
5.320000,0.158734,0.178902,-0.211294,0.223320,-0.254723,-0.072073
5.340000,0.158725,0.178966,-0.211286,0.223562,-0.254728,-0.072029
5.360000,0.158690,0.179097,-0.211189,0.223736,-0.254539,-0.071987
5.380000,0.158710,0.179139,-0.211219,0.223763,-0.254594,-0.071958
5.400000,0.158772,0.179226,-0.211173,0.223761,-0.254473,-0.071836
5.420000,0.158697,0.179294,-0.211193,0.223828,-0.254455,-0.071691
5.440000,0.158649,0.179404,-0.211075,0.223746,-0.254307,-0.071633
5.460000,0.158728,0.179382,-0.211150,0.223839,-0.254311,-0.071413
5.480000,0.158752,0.179407,-0.211161,0.223665,-0.254239,-0.071358
5.500000,0.158864,0.179204,-0.211379,0.223520,-0.254389,-0.071150
5.520000,0.158904,0.179043,-0.211469,0.223161,-0.254458,-0.071162
5.540000,0.159039,0.178744,-0.211793,0.222918,-0.254682,-0.071308
5.560000,0.159082,0.178607,-0.211807,0.222700,-0.254838,-0.071051
5.580000,0.159221,0.178410,-0.211905,0.222458,-0.254968,-0.071230
5.600000,0.159207,0.178423,-0.211733,0.222340,-0.254982,-0.071041
5.620000,0.159352,0.178274,-0.211905,0.222431,-0.255168,-0.071035
5.640000,0.159416,0.178311,-0.211802,0.222382,-0.255179,-0.070947
5.660000,0.159494,0.178321,-0.211832,0.222620,-0.255082,-0.071115
5.680000,0.159443,0.178424,-0.211727,0.222879,-0.255139,-0.070837
5.700000,0.159456,0.178432,-0.211741,0.222972,-0.254997,-0.071052
5.720000,0.159374,0.178525,-0.211676,0.223148,-0.254992,-0.071026
5.740000,0.159457,0.178509,-0.211762,0.223233,-0.254951,-0.071159
5.760000,0.159359,0.178489,-0.211820,0.223365,-0.255128,-0.071052
5.780000,0.159430,0.178396,-0.211981,0.223291,-0.255132,-0.071440
5.800000,0.159311,0.178368,-0.211938,0.223246,-0.255287,-0.071434
5.820000,0.159388,0.178249,-0.212056,0.223130,-0.255399,-0.071564
5.840000,0.159388,0.178155,-0.212107,0.223066,-0.255593,-0.071536
5.860000,0.159506,0.178153,-0.212123,0.223039,-0.255622,-0.071598
5.880000,0.159516,0.178204,-0.212086,0.223083,-0.255697,-0.071563
5.900000,0.159534,0.178299,-0.212103,0.223104,-0.255655,-0.071662
5.920000,0.159475,0.178341,-0.212124,0.223105,-0.255732,-0.071610
5.940000,0.159590,0.178361,-0.212201,0.223010,-0.255759,-0.071656
5.960000,0.159516,0.178431,-0.212184,0.223053,-0.255811,-0.071568
5.980000,0.159617,0.178440,-0.212206,0.223056,-0.255780,-0.071588
6.000000,0.159563,0.178528,-0.212114,0.223115,-0.255821,-0.071549
6.020000,0.159640,0.178610,-0.212135,0.223169,-0.255764,-0.071627
6.040000,0.159563,0.178730,-0.212094,0.223319,-0.255764,-0.071630
6.060000,0.159681,0.178774,-0.212145,0.223393,-0.255771,-0.071620
6.080000,0.159679,0.178806,-0.212146,0.223479,-0.255820,-0.071749
6.100000,0.159841,0.178791,-0.212180,0.223591,-0.255985,-0.071745
6.120000,0.159825,0.178777,-0.212108,0.223580,-0.256015,-0.071877
6.140000,0.159954,0.178764,-0.212146,0.223777,-0.256127,-0.071820
6.160000,0.160036,0.178773,-0.212099,0.223803,-0.256114,-0.071978
6.180000,0.160082,0.178770,-0.212148,0.224008,-0.256238,-0.071959
6.200000,0.160135,0.178787,-0.212105,0.223979,-0.256245,-0.072106
6.220000,0.160167,0.178731,-0.212155,0.224152,-0.256377,-0.071996
6.240000,0.160184,0.178732,-0.212096,0.224155,-0.256353,-0.072111
6.260000,0.160241,0.178663,-0.212070,0.224275,-0.256487,-0.071914
6.280000,0.160265,0.178611,-0.212179,0.224271,-0.256489,-0.072092
6.300000,0.160342,0.178552,-0.212190,0.224379,-0.256604,-0.071950
6.320000,0.160432,0.178436,-0.212373,0.224381,-0.256594,-0.072215
6.340000,0.160581,0.178262,-0.212471,0.224473,-0.256741,-0.072131
6.360000,0.160763,0.178089,-0.212652,0.224513,-0.256751,-0.072397
6.380000,0.160959,0.177985,-0.212596,0.224728,-0.256855,-0.072288
6.400000,0.161170,0.177951,-0.212565,0.225044,-0.256778,-0.072427
6.420000,0.161425,0.178018,-0.212298,0.225672,-0.256733,-0.072215
6.440000,0.161579,0.178071,-0.212014,0.226234,-0.256552,-0.072248
6.460000,0.161640,0.178117,-0.211574,0.227083,-0.256397,-0.071704
6.480000,0.161756,0.178244,-0.211269,0.227834,-0.256060,-0.071355
6.500000,0.161782,0.178427,-0.210805,0.228711,-0.255765,-0.070634
6.520000,0.161711,0.178628,-0.210472,0.229489,-0.255432,-0.070162
6.540000,0.161616,0.178764,-0.210091,0.230084,-0.254964,-0.069721
6.560000,0.161479,0.178934,-0.209804,0.230654,-0.254640,-0.069487
6.580000,0.161427,0.179045,-0.209458,0.230972,-0.254315,-0.069211
6.600000,0.161208,0.179180,-0.209210,0.231341,-0.254053,-0.068948
6.620000,0.161195,0.179290,-0.208970,0.231545,-0.253688,-0.068715
6.640000,0.161061,0.179352,-0.208854,0.231764,-0.253433,-0.068515
6.660000,0.160998,0.179354,-0.208733,0.231741,-0.253056,-0.068374
6.680000,0.160923,0.179263,-0.208815,0.231808,-0.252769,-0.068290
6.700000,0.161157,0.179160,-0.208858,0.231696,-0.252241,-0.068157
6.720000,0.161339,0.179053,-0.208989,0.231901,-0.251643,-0.068021
6.740000,0.161824,0.178999,-0.208987,0.231851,-0.251013,-0.067779
6.760000,0.162103,0.179060,-0.208901,0.231857,-0.250718,-0.067460
6.780000,0.162573,0.179160,-0.208612,0.231525,-0.250571,-0.067081
6.800000,0.162975,0.179209,-0.208342,0.231303,-0.250663,-0.066909
6.820000,0.163569,0.179350,-0.207878,0.231186,-0.250405,-0.066858
6.840000,0.164089,0.179637,-0.207394,0.231343,-0.250112,-0.066839
6.860000,0.164535,0.180068,-0.206817,0.231369,-0.249619,-0.066878
6.880000,0.165110,0.180415,-0.206466,0.231681,-0.249139,-0.066725
6.900000,0.165701,0.180840,-0.206020,0.231926,-0.248560,-0.066540
6.920000,0.166121,0.181255,-0.205677,0.232359,-0.248068,-0.066316
6.940000,0.166571,0.181701,-0.205202,0.232675,-0.247532,-0.066088
6.960000,0.167150,0.182011,-0.204792,0.233316,-0.247116,-0.065609
6.980000,0.167514,0.182369,-0.204245,0.233834,-0.246732,-0.065224
7.000000,0.167995,0.182698,-0.203892,0.234439,-0.246343,-0.064875
7.020000,0.167965,0.183154,-0.203451,0.234946,-0.246213,-0.064655
7.040000,0.168117,0.183515,-0.203275,0.235066,-0.245708,-0.064822
7.060000,0.168068,0.183973,-0.202970,0.235385,-0.245413,-0.064835
7.080000,0.168469,0.184362,-0.202728,0.235839,-0.244990,-0.064766
7.100000,0.168839,0.184785,-0.202256,0.236550,-0.244595,-0.064383
7.120000,0.169338,0.185059,-0.201751,0.237630,-0.244244,-0.063857
7.140000,0.168933,0.185142,-0.201203,0.238166,-0.243819,-0.063656
7.160000,0.167869,0.184932,-0.201499,0.238107,-0.243652,-0.063996
7.180000,0.167298,0.184769,-0.201867,0.237964,-0.243640,-0.063815
7.200000,0.167326,0.184822,-0.202066,0.237991,-0.243423,-0.063837
7.220000,0.167424,0.185305,-0.201759,0.238217,-0.243113,-0.063945
7.240000,0.167990,0.185358,-0.201720,0.238065,-0.243091,-0.063962
7.260000,0.168237,0.185028,-0.201743,0.237717,-0.243728,-0.063527
7.280000,0.168862,0.184696,-0.201648,0.237133,-0.244207,-0.063161
